Thumb,Index,Middle,Ring,Pinky
-0.766670136275535,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.766670136275535,-0.703693363363097,-0.69916806899521,-0.7224670296829675,-0.7009624156901854
-0.766670136275535,-0.68393655502191,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.766670136275535,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.69916806899521,-0.7224670296829675,-0.7009624156901854
-0.766670136275535,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.766670136275535,-0.703693363363097,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.766670136275535,-0.703693363363097,-0.69916806899521,-0.7224670296829675,-0.7009624156901854
-0.766670136275535,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.703693363363097,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.766670136275535,-0.68393655502191,-0.69916806899521,-0.6969117878293456,-0.7009624156901854
-0.766670136275535,-0.68393655502191,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.7827976744953826,-0.703693363363097,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.766670136275535,-0.68393655502191,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.766670136275535,-0.6641797466807229,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.766670136275535,-0.68393655502191,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.766670136275535,-0.68393655502191,-0.69916806899521,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.766670136275535,-0.68393655502191,-0.724313829425082,-0.6969117878293456,-0.6764523094161481
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.6764523094161481
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.69916806899521,-0.6969117878293456,-0.7009624156901854
-0.7827976744953826,-0.703693363363097,-0.69916806899521,-0.6713565459757237,-0.7009624156901854
-0.766670136275535,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.766670136275535,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7254725219642225
-0.766670136275535,-0.68393655502191,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.766670136275535,-0.68393655502191,-0.69916806899521,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.69916806899521,-0.7224670296829675,-0.6764523094161481
-0.7827976744953826,-0.68393655502191,-0.69916806899521,-0.6969117878293456,-0.7009624156901854
-0.766670136275535,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.7494595898549541,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.703693363363097,-0.69916806899521,-0.6969117878293456,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.766670136275535,-0.68393655502191,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.766670136275535,-0.703693363363097,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.69916806899521,-0.6969117878293456,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.69916806899521,-0.6969117878293456,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.766670136275535,-0.68393655502191,-0.69916806899521,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.703693363363097,-0.724313829425082,-0.6969117878293456,-0.6764523094161481
-0.7827976744953826,-0.68393655502191,-0.69916806899521,-0.6969117878293456,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.69916806899521,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.766670136275535,-0.703693363363097,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.7827976744953826,-0.703693363363097,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.703693363363097,-0.724313829425082,-0.6969117878293456,-0.7254725219642225
-0.7827976744953826,-0.68393655502191,-0.69916806899521,-0.6969117878293456,-0.7254725219642225
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.6969117878293456,-0.7254725219642225
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.69916806899521,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.703693363363097,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.7234501717042839,-0.69916806899521,-0.6969117878293456,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.766670136275535,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.703693363363097,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.766670136275535,-0.703693363363097,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.7827976744953826,-0.703693363363097,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.766670136275535,-0.7234501717042839,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7254725219642225
-0.7827976744953826,-0.703693363363097,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.766670136275535,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7254725219642225
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.6969117878293456,-0.6764523094161481
-0.7827976744953826,-0.68393655502191,-0.7494595898549541,-0.7224670296829675,-0.7254725219642225
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.7827976744953826,-0.703693363363097,-0.69916806899521,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.6969117878293456,-0.7254725219642225
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.703693363363097,-0.69916806899521,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.7494595898549541,-0.7224670296829675,-0.7009624156901854
-0.766670136275535,-0.7234501717042839,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.703693363363097,-0.724313829425082,-0.7224670296829675,-0.6764523094161481
-0.7827976744953826,-0.703693363363097,-0.724313829425082,-0.7224670296829675,-0.7254725219642225
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.69916806899521,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.766670136275535,-0.703693363363097,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.7827976744953826,-0.703693363363097,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.7234501717042839,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.7827976744953826,-0.703693363363097,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7254725219642225
-0.7827976744953826,-0.68393655502191,-0.7494595898549541,-0.6969117878293456,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.69916806899521,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.703693363363097,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7254725219642225
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.6969117878293456,-0.7254725219642225
-0.7827976744953826,-0.703693363363097,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.69916806899521,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.703693363363097,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7254725219642225
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7989252127152303,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7254725219642225
-0.7827976744953826,-0.68393655502191,-0.7494595898549541,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.7234501717042839,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.7827976744953826,-0.703693363363097,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.7827976744953826,-0.703693363363097,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.6969117878293456,-0.7254725219642225
-0.7827976744953826,-0.703693363363097,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.703693363363097,-0.7494595898549541,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.68393655502191,-0.7494595898549541,-0.7224670296829675,-0.7254725219642225
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.703693363363097,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.7827976744953826,-0.703693363363097,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.7827976744953826,-0.703693363363097,-0.724313829425082,-0.7224670296829675,-0.6764523094161481
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.6969117878293456,-0.7254725219642225
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7254725219642225
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.703693363363097,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.703693363363097,-0.724313829425082,-0.7224670296829675,-0.7254725219642225
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.6969117878293456,-0.7254725219642225
-0.766670136275535,-0.68393655502191,-0.69916806899521,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.703693363363097,-0.69916806899521,-0.7224670296829675,-0.7254725219642225
-0.7989252127152303,-0.703693363363097,-0.69916806899521,-0.7224670296829675,-0.7254725219642225
-0.7827976744953826,-0.703693363363097,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.703693363363097,-0.724313829425082,-0.7224670296829675,-0.7254725219642225
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.7224670296829675,-0.7254725219642225
-0.7827976744953826,-0.68393655502191,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.7989252127152303,-0.703693363363097,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7989252127152303,-0.68393655502191,-0.69916806899521,-0.7224670296829675,-0.7254725219642225
-0.7827976744953826,-0.703693363363097,-0.724313829425082,-0.6969117878293456,-0.7009624156901854
-0.7827976744953826,-0.703693363363097,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.7827976744953826,-0.703693363363097,-0.724313829425082,-0.6969117878293456,-0.7254725219642225
-0.766670136275535,-0.703693363363097,-0.724313829425082,-0.7224670296829675,-0.7009624156901854
-0.8311802891549256,-0.7432069800454709,-0.7997511107146982,-0.7735775133902114,-0.7499826282382597
-0.8311802891549256,-0.7234501717042839,-0.7746053502848261,-0.7735775133902114,-0.7499826282382597
-0.8311802891549256,-0.7432069800454709,-0.7746053502848261,-0.7735775133902114,-0.7744927345122968
-0.8150527509350779,-0.7234501717042839,-0.7997511107146982,-0.7480222715365894,-0.7744927345122968
-0.8311802891549256,-0.7432069800454709,-0.7997511107146982,-0.7735775133902114,-0.7499826282382597
-0.8311802891549256,-0.7432069800454709,-0.7746053502848261,-0.7735775133902114,-0.8235129470603713
-0.8311802891549256,-0.7432069800454709,-0.7746053502848261,-0.7735775133902114,-0.7744927345122968
-0.8311802891549256,-0.7234501717042839,-0.7746053502848261,-0.7735775133902114,-0.7499826282382597
-0.8311802891549256,-0.7629637883866579,-0.7746053502848261,-0.7735775133902114,-0.7744927345122968
-0.8311802891549256,-0.7234501717042839,-0.7997511107146982,-0.7735775133902114,-0.7744927345122968
-0.8311802891549256,-0.7432069800454709,-0.7746053502848261,-0.7735775133902114,-0.7499826282382597
-0.8311802891549256,-0.7432069800454709,-0.7746053502848261,-0.7991327552438333,-0.7744927345122968
-0.8150527509350779,-0.7432069800454709,-0.7746053502848261,-0.7735775133902114,-0.7499826282382597
-0.8150527509350779,-0.7432069800454709,-0.7997511107146982,-0.7735775133902114,-0.7499826282382597
-0.8150527509350779,-0.7432069800454709,-0.7746053502848261,-0.7735775133902114,-0.7744927345122968
-0.8150527509350779,-0.7432069800454709,-0.7746053502848261,-0.7735775133902114,-0.7744927345122968
-0.8150527509350779,-0.7432069800454709,-0.7746053502848261,-0.7735775133902114,-0.7499826282382597
-0.8150527509350779,-0.7432069800454709,-0.7746053502848261,-0.7735775133902114,-0.7499826282382597
-0.8150527509350779,-0.7432069800454709,-0.7746053502848261,-0.7735775133902114,-0.7744927345122968
-0.7989252127152303,-0.7432069800454709,-0.7746053502848261,-0.7735775133902114,-0.7499826282382597
-0.7989252127152303,-0.7234501717042839,-0.7746053502848261,-0.7735775133902114,-0.7499826282382597
-0.7827976744953826,-0.7234501717042839,-0.7746053502848261,-0.7991327552438333,-0.7744927345122968
-0.7827976744953826,-0.7432069800454709,-0.7746053502848261,-0.7735775133902114,-0.7744927345122968
-0.7827976744953826,-0.7234501717042839,-0.7494595898549541,-0.7735775133902114,-0.7744927345122968
-0.7505425980556873,-0.7234501717042839,-0.7494595898549541,-0.7735775133902114,-0.7499826282382597
-0.7344150598358398,-0.7234501717042839,-0.7494595898549541,-0.7735775133902114,-0.7499826282382597
-0.7182875216159921,-0.7234501717042839,-0.724313829425082,-0.7991327552438333,-0.7499826282382597
-0.7021599833961445,-0.7234501717042839,-0.724313829425082,-0.7735775133902114,-0.7254725219642225
-0.6699049069564492,-0.703693363363097,-0.724313829425082,-0.7991327552438333,-0.7254725219642225
-0.637649830516754,-0.703693363363097,-0.69916806899521,-0.7991327552438333,-0.7499826282382597
-0.6053947540770587,-0.68393655502191,-0.69916806899521,-0.7991327552438333,-0.7254725219642225
-0.5570121394175157,-0.703693363363097,-0.648876548135466,-0.7991327552438333,-0.7254725219642225
-0.5086295247579729,-0.68393655502191,-0.6740223085653381,-0.7991327552438333,-0.7254725219642225
-0.4441193718785823,-0.68393655502191,-0.648876548135466,-0.7991327552438333,-0.7254725219642225
-0.37960921899919176,-0.68393655502191,-0.5985850272757219,-0.7991327552438333,-0.7254725219642225
-0.3150990661198012,-0.6641797466807229,-0.5985850272757219,-0.7735775133902114,-0.7254725219642225
-0.2667164514602583,-0.6444229383395359,-0.5734392668458499,-0.7991327552438333,-0.7254725219642225
-0.20220629858086772,-0.6246661299983489,-0.4980019855562339,-0.7735775133902114,-0.7254725219642225
-0.1538236839213248,-0.6246661299983489,-0.4728562251263619,-0.7735775133902114,-0.7009624156901854
-0.08931353104193428,-0.6246661299983489,-0.42256470426661785,-0.7735775133902114,-0.6764523094161481
-0.040930916382391366,-0.6049093216571619,-0.37227318340687376,-0.7480222715365894,-0.6764523094161481
0.007451698277151545,-0.585152513315975,-0.3471274229770018,-0.7480222715365894,-0.6274320968680738
0.03970677471684682,-0.585152513315975,-0.29683590211725774,-0.7224670296829675,-0.6029219905940366
0.08808938937638973,-0.545638896633601,-0.24654438125751368,-0.6713565459757237,-0.5784118843199993
0.13647200403593265,-0.506125279951227,-0.19625286039776965,-0.6713565459757237,-0.529391671771925
0.18485461869547554,-0.4863684716100401,-0.1208155791081536,-0.6202460622684799,-0.4803714592238506
0.23323723335501845,-0.42709804658647915,-0.04537829781853754,-0.5180250948539923,-0.4068411404017391
0.2654923097947137,-0.40734123824529217,0.0049132230412065004,-0.4669146111467484,-0.38233103412770186
0.31387492445425663,-0.38758442990410513,0.03005898347107852,-0.4669146111467484,-0.3333108215796275
0.33000246267410427,-0.36782762156291815,0.08035050433082255,-0.4158041274395046,-0.2842906090315531
0.3783850773336472,-0.3085571965393572,0.13064202519056659,-0.3391384018786389,-0.18625018393540435
0.4267676919931901,-0.26904357985698324,0.20607930648018266,-0.28802791817139506,-0.11271986511329278
0.41064015377334245,-0.24928677151579626,0.20607930648018266,-0.23691743446415126,-0.0882097588392556
0.475150306652733,-0.1900163464922353,0.2563708273399267,-0.16025170890328552,-0.014679440017144023
0.49127784487258064,-0.15050272980986135,0.30666234819967075,-0.16025170890328552,0.009830666256893167
0.5074053830924283,-0.15050272980986135,0.30666234819967075,-0.13469646704966362,0.058850878804967546
0.5235329213122759,-0.11098911312748738,0.33180810862954274,-0.10914122519604172,0.08336098507900473
0.5557879977519712,-0.07147549644511342,0.3569538690594148,-0.032475499635175986,0.10787109135304192
0.5557879977519712,-0.05171868810392643,0.4072453899191588,-0.006920257781554075,0.1568913039011163
0.5719155359718189,-0.03196187976273945,0.4072453899191588,0.04419022592568975,0.1814014101751535
0.5880430741916665,0.007551736919634523,0.45753691077890285,0.06974546777931165,0.23042162272322786
0.6041706124115142,0.04706535360200849,0.5329741920685189,0.14641119334017738,0.27944183527130223
0.6041706124115142,0.08657897028438245,0.5329741920685189,0.1975216770474212,0.27944183527130223
0.6364256888512094,0.10633577862556945,0.5832657129282629,0.27418740260828695,0.3284620478193766
0.6364256888512094,0.1458493953079434,0.608411473358135,0.27418740260828695,0.4265024729155254
0.6686807652909047,0.1656062036491304,0.658702994217879,0.32529788631553075,0.4019923666414882
0.6686807652909047,0.20511982033150436,0.708994515077623,0.40196361187639645,0.45101257918956256
0.6848083035107523,0.24463343701387832,0.734140275507495,0.4530740955836403,0.47552268546359977
0.7009358417306,0.2841470536962523,0.7592860359373671,0.4786293374372622,0.47552268546359977
0.7170633799504476,0.2841470536962523,0.7844317963672391,0.529739821144506,0.5000327917376369
0.7170633799504476,0.3236606703786263,0.8347233172269831,0.5552950629981279,0.5000327917376369
0.7493184563901428,0.36317428706100024,0.8347233172269831,0.6064055467053717,0.5245428980116741
0.7493184563901428,0.36317428706100024,0.8598690776568552,0.6575160304126155,0.5735631105597485
0.7654459946099905,0.3829310954021872,0.9353063589464712,0.7086265141198594,0.6225833231078229
0.7654459946099905,0.4224447120845612,0.9353063589464712,0.7341817559734813,0.5980732168337857
0.7815735328298381,0.46195832876693516,0.9855978798062153,0.7341817559734813,0.6470934293818601
