Time_ms,Thumb,Middle,Pinky
0,744,772,813
10,744,772,813
20,744,772,813
30,743,772,813
40,743,772,815
50,744,772,814
60,744,772,812
70,744,772,813
80,744,772,812
90,744,771,813
100,743,772,813
110,744,772,813
120,744,771,812
130,744,771,813
140,744,772,813
150,744,772,813
160,743,772,812
170,743,772,813
180,744,772,813
190,744,772,813
200,744,772,812
210,743,772,815
220,743,772,812
230,743,772,813
240,744,772,813
250,744,772,813
260,743,772,812
270,744,772,813
280,743,772,814
290,744,771,813
300,743,772,813
310,743,771,813
320,744,772,813
330,744,772,814
340,744,772,813
350,743,772,813
360,743,772,812
370,743,772,813
380,744,772,813
390,743,772,813
400,743,772,812
410,744,772,813
420,743,772,813
430,744,772,813
440,743,772,813
450,743,772,812
460,743,772,813
470,743,772,813
480,743,772,813
490,743,771,811
500,744,772,813
510,744,771,813
520,744,772,814
530,744,772,813
540,744,771,812
550,744,772,813
560,743,772,812
570,743,771,812
580,744,772,812
590,743,771,813
600,744,772,813
610,743,772,813
620,744,771,813
630,744,771,813
640,743,772,812
650,743,772,813
660,743,771,812
670,744,772,813
680,743,772,813
690,744,771,813
700,744,771,813
710,744,772,813
720,743,772,815
730,743,771,813
740,743,771,812
750,744,771,813
760,743,772,813
770,743,772,815
780,744,772,813
790,744,771,812
800,743,771,813
810,743,772,813
820,743,771,813
830,744,771,813
840,743,772,812
850,744,771,813
860,744,771,813
870,744,771,812
880,743,772,813
890,744,772,813
900,744,771,812
910,743,771,812
920,743,771,813
930,744,772,813
940,743,772,812
950,743,772,812
960,743,772,812
970,743,772,814
980,743,771,812
990,743,771,813
1000,743,772,813
1010,743,772,812
1020,743,771,813
1030,743,772,811
1040,743,772,813
1050,743,772,812
1060,744,772,813
1070,743,771,812
1080,743,772,813
1090,743,772,813
1100,743,772,813
1110,743,772,812
1120,744,772,814
1130,743,772,812
1140,744,772,813
1150,744,772,812
1160,743,772,812
1170,744,772,812
1180,744,772,812
1190,743,772,813
1200,743,771,811
1210,743,772,813
1220,743,772,811
1230,743,772,811
1240,743,771,812
1250,744,772,812
1260,743,772,813
1270,743,771,813
1280,743,771,812
1290,744,772,813
1300,743,771,812
1310,743,771,813
1320,744,772,812
1330,743,772,812
1340,743,771,813
1350,743,772,812
1360,744,771,812
1370,743,772,815
1380,743,772,813
1390,743,771,812
1400,744,772,814
1410,743,772,812
1420,743,772,811
1430,744,771,813
1440,744,772,812
1450,744,772,812
1460,743,772,813
1470,744,771,812
1480,743,772,813
1490,744,772,813
1500,744,772,812
1510,744,772,812
1520,743,772,812
1530,744,772,813
1540,744,773,813
1550,744,772,813
1560,745,773,813
1570,745,772,813
1580,746,772,812
1590,746,773,813
1600,748,774,813
1610,749,774,812
1620,750,773,813
1630,752,774,813
1640,754,774,813
1650,756,774,813
1660,758,775,814
1670,761,775,814
1680,764,776,815
1690,767,777,814
1700,771,778,814
1710,775,779,815
1720,779,780,816
1730,783,781,816
1740,786,783,817
1750,789,784,817
1760,793,787,818
1770,796,789,820
1780,799,790,820
1790,802,792,822
1800,804,794,822
1810,806,796,825
1820,808,798,825
1830,811,799,827
1840,813,802,828
1850,815,804,830
1860,817,805,833
1870,820,806,835
1880,821,808,836
1890,824,809,839
1900,824,812,840
1910,826,813,843
1920,828,815,844
1930,830,816,846
1940,832,818,847
1950,833,819,849
1960,833,820,851
1970,835,822,852
1980,836,824,853
1990,837,825,854
2000,839,827,856
2010,839,828,858
2020,840,830,858
2030,840,831,860
2040,842,832,863
2050,842,834,862
2060,844,836,863
2070,844,837,865
2080,845,838,865
2090,845,839,866
2100,846,839,867
2110,846,841,869
2120,847,842,869
2130,847,842,870
2140,848,845,869
2150,849,845,872
2160,849,845,872
2170,849,847,874
2180,850,847,872
2190,850,848,875
2200,851,849,874
2210,851,849,876
2220,851,850,877
2230,852,851,877
2240,853,852,878
2250,852,852,879
2260,852,852,881
2270,853,854,879
2280,854,854,879
2290,854,854,880
2300,854,854,879
2310,854,854,880
2320,854,854,881
2330,854,854,881
2340,855,853,881
2350,855,853,881
2360,855,854,881
2370,855,854,883
2380,856,853,883
2390,855,854,883
2400,856,854,884
2410,855,854,883
2420,856,854,884
2430,856,854,884
2440,856,854,885
2450,856,854,885
2460,857,855,885
2470,856,854,885
2480,857,853,886
2490,856,854,886
2500,856,854,886
2510,856,854,886
2520,857,855,884
2530,856,853,886
2540,856,854,887
2550,857,855,885
2560,856,853,887
2570,857,853,887
2580,856,853,886
2590,856,854,886
2600,856,854,885
2610,856,854,886
2620,856,854,886
2630,855,854,886
2640,857,853,886
2650,857,854,886
2660,855,855,885
2670,856,854,885
2680,856,854,886
2690,856,854,887
2700,856,854,885
2710,856,853,885
2720,856,854,885
2730,856,853,885
2740,856,853,885
2750,856,854,885
2760,856,855,886
2770,855,855,885
2780,856,854,885
2790,857,854,884
2800,856,855,885
2810,855,855,883
2820,855,854,885
2830,856,854,885
2840,856,855,884
2850,855,854,885
2860,855,854,885
2870,855,853,885
2880,856,853,885
2890,855,854,884
2900,855,854,885
2910,856,853,885
2920,855,853,885
2930,855,854,885
2940,856,853,884
2950,855,854,885
2960,855,854,884
2970,855,853,884
2980,855,855,885
2990,856,855,885
3000,855,855,884
3010,855,855,885
3020,855,854,884
3030,855,855,885
3040,855,855,885
3050,855,855,883
3060,855,854,884
3070,856,854,884
3080,855,854,885
3090,856,854,884
3100,855,854,884
3110,855,855,884
3120,855,854,884
3130,856,854,884
3140,855,854,885
3150,855,854,884
3160,855,854,884
3170,856,854,884
3180,855,854,884
3190,855,854,885
3200,855,853,884
3210,856,854,884
3220,856,854,884
3230,855,854,885
3240,855,854,884
3250,856,853,884
3260,856,854,884
3270,855,853,884
3280,855,853,884
3290,855,854,884
3300,855,853,885
3310,855,853,884
3320,855,854,884
3330,855,854,884
3340,855,854,885
3350,855,854,884
3360,855,854,884
3370,855,854,884
3380,855,855,883
3390,855,856,884
3400,856,855,884
3410,854,855,884
3420,855,855,885
3430,855,855,884
3440,855,855,884
3450,855,855,884
3460,855,855,884
3470,855,855,884
3480,854,855,882
3490,855,855,884
3500,855,854,884
3510,855,855,884
3520,854,855,883
3530,856,854,884
3540,855,855,884
3550,855,854,884
3560,854,855,884
3570,855,855,884
3580,854,854,884
3590,854,855,884
3600,855,854,884
3610,854,855,884
3620,855,854,884
3630,854,855,884
3640,855,854,885
3650,855,854,884
3660,854,854,884
3670,854,855,883
3680,855,854,884
3690,854,855,883
3700,855,854,884
3710,855,855,884
3720,854,855,883
3730,854,854,884
3740,855,854,884
3750,855,853,884
3760,854,854,885
3770,855,855,883
3780,854,853,884
3790,855,855,884
3800,854,854,884
3810,854,854,883
3820,854,854,884
3830,855,854,884
3840,854,854,884
